stress,strain,time
258.1382183986505,0.277103362,25.575
258.1332233035199,0.27710335125,25.59375
258.12825162261396,0.2771033405,25.612499999999997
258.12330324596047,0.27710332975,25.631249999999998
258.1182957593225,0.277103319,25.65
258.11322932351885,0.277103254625,25.66875
258.108186403321,0.27710319025,25.6875
258.1031668882803,0.27710312587499997,25.70625
258.098170668443,0.27710306149999997,25.725
258.0931976344441,0.277102997125,25.74375
258.08824767738446,0.27710293275,25.7625
258.083320688827,0.277102868375,25.78125
258.0788075563588,0.277102804,25.8
258.07470689118077,0.27710299437499997,25.81875
258.0706263156477,0.27710318475,25.8375
258.06656573540226,0.277103375125,25.85625
258.06252505648155,0.2771035655,25.875
258.05850418543724,0.277103755875,25.89375
258.05450302921076,0.27710394625,25.9125
258.05052149525386,0.277104136625,25.93125
258.0461120913213,0.277104327,25.95
258.0412761918673,0.277104225875,25.96875
258.0364625651198,0.27710412475,25.987499999999997
258.03167110646854,0.277104023625,26.006249999999998
258.02690171174515,0.2771039225,26.025
258.02215427734376,0.277103821375,26.04375
258.0174287000961,0.27710372025,26.0625
258.01272487739203,0.277103619125,26.081249999999997
258.0082201706386,0.277103518,26.099999999999998
258.00391389649104,0.27710353249999997,26.11875
257.9996279113041,0.27710354699999995,26.1375
257.99536211976,0.2771035615,26.15625
257.99111642706134,0.27710357599999996,26.174999999999997
257.986890738808,0.2771035905,26.193749999999998
257.98268496099365,0.277103605,26.2125
257.9784990001272,0.2771036195,26.23125
257.974474733999,0.277103634,26.25
257.9706116046909,0.277103741,26.26875
257.9667670860138,0.277103848,26.2875
257.9629410906058,0.277103955,26.30625
257.95913353146676,0.277104062,26.325
257.95534432193153,0.277104169,26.34375
257.9515733758884,0.277104276,26.362499999999997
257.94782060755756,0.27710438299999995,26.381249999999998
257.94400669642056,0.27710449,26.4
257.9401318172017,0.27710454537499996,26.41875
257.93627537887204,0.27710460075,26.4375
257.9324372948177,0.277104656125,26.45625
257.9286174788078,0.2771047115,26.475
257.92481584508937,0.277104766875,26.49375
257.92103230826405,0.27710482225,26.5125
257.9172667832848,0.277104877625,26.53125
257.9135164996424,0.277104933,26.55
257.9097813819141,0.277104986625,26.56875
257.9060640410397,0.27710504025,26.5875
257.9023643935245,0.27710509387500004,26.60625
257.89868235621736,0.27710514750000004,26.625
257.89501784643056,0.27710520112500003,26.64375
257.8913707818164,0.27710525475000003,26.6625
257.88774108048653,0.277105308375,26.68125
257.8841271260692,0.277105362,26.7
257.88052884235174,0.27710541462500005,26.71875
257.87694768844636,0.27710546725,26.737499999999997
257.8733835838977,0.277105519875,26.756249999999998
257.86983644857946,0.2771055725,26.775
257.8663062028142,0.27710562512500003,26.79375
257.86279276725065,0.27710567775,26.8125
257.859296062983,0.277105730375,26.831249999999997
257.8559593252622,0.277105783,26.849999999999998
257.85278200614465,0.277105929,26.86875
257.84962024649934,0.27710607499999995,26.8875
257.8464739732215,0.277106221,26.90625
257.8433431136235,0.27710636699999996,26.924999999999997
257.84022759530984,0.277106513,26.943749999999998
257.83712734617706,0.277106659,26.9625
257.8340422945326,0.277106805,26.98125
257.8309038776458,0.277106951,27.0
257.8277122489382,0.277107052375,27.01875
257.8245360524361,0.27710715375,27.0375
257.8213752157062,0.277107255125,27.05625
257.8182296666064,0.27710735649999996,27.075
257.81509933326043,0.277107457875,27.09375
257.81198414427575,0.27710755924999997,27.112499999999997
257.80888402852224,0.277107660625,27.131249999999998
257.8055435594469,0.277107762,27.15
257.80196350348365,0.277107697,27.16875
257.7983999791498,0.277107632,27.1875
257.7948529087998,0.27710756699999994,27.20625
257.7913222151277,0.277107502,27.225
257.7878078212639,0.27710743699999996,27.24375
257.7843096506514,0.27710737199999996,27.2625
257.7808276270439,0.27710730699999997,27.28125
257.77766978977786,0.277107242,27.3
257.7748350535651,0.27710737775,27.31875
257.77201422313556,0.27710751349999996,27.3375
257.769207233177,0.27710764925000003,27.35625
257.766414018634,0.277107785,27.375
257.7636345148305,0.27710792075,27.39375
257.7608686573453,0.27710805650000003,27.4125
257.7581163821328,0.27710819225,27.43125
257.7549238941832,0.277108328,27.45
257.7512926169349,0.277108168125,27.46875
257.747677698504,0.27710800825000004,27.487499999999997
257.7440790620561,0.277107848375,27.506249999999998
257.740496631069,0.2771076885,27.525
257.73693032945306,0.277107528625,27.54375
257.7333800814271,0.27710736874999997,27.5625
257.7298458116392,0.277107208875,27.581249999999997
257.726760648039,0.277107049,27.599999999999998
257.724123096155,0.27710717137499996,27.61875
257.72149846561064,0.27710729375,27.6375
257.71888669569256,0.277107416125,27.65625
257.716287726045,0.2771075385,27.674999999999997
257.7137014965481,0.277107660875,27.693749999999998
257.71112794731465,0.27710778324999996,27.7125
257.7085670188123,0.277107905625,27.73125
257.7060723704698,0.277108028,27.75
257.70364376723745,0.277108185375,27.76875
257.7012272564379,0.27710834275,27.7875
257.698822781324,0.277108500125,27.80625
257.69643028536626,0.2771086575,27.825
257.69404971222787,0.277108814875,27.84375
257.6916810059827,0.27710897225,27.862499999999997
257.6893241108939,0.277109129625,27.881249999999998
257.6866626066277,0.277109287,27.9
257.6836974748116,0.27710923825,27.91875
257.6807460572481,0.27710918949999996,27.9375
257.6778082895245,0.27710914075,27.95625
257.6748841075047,0.277109092,27.975
257.6719734474283,0.27710904325,27.99375
257.66907624578533,0.27710899450000004,28.0125
257.6661924393151,0.27710894575,28.03125
257.6633428770525,0.277108897,28.05
257.66052742781955,0.277108861875,28.06875
257.6577250492022,0.27710882675000004,28.0875
257.65493567981065,0.277108791625,28.10625
257.6521592584939,0.2771087565,28.125
257.6493957244617,0.277108721375,28.14375
257.6466450171606,0.27710868624999996,28.1625
257.64390707639444,0.277108651125,28.18125
257.6407749229999,0.277108616,28.2
257.63724983081306,0.27710831575,28.21875
257.633739987034,0.27710801549999997,28.237499999999997
257.6302453200441,0.27710771525,28.256249999999998
257.6267657585114,0.277107415,28.275
257.62330123151304,0.27710711475,28.29375
257.6198516684104,0.2771068145,28.3125
257.61641699896904,0.27710651425,28.331249999999997
257.6138205842651,0.277106214,28.349999999999998
257.6120596560089,0.27710645025,28.36875
257.6103080279575,0.27710668650000003,28.3875
257.6085656564053,0.27710692275000004,28.40625
257.60683249792504,0.277107159,28.424999999999997
257.6051085092449,0.27710739525,28.443749999999998
257.60339364724695,0.2771076315,28.4625
257.6016878690893,0.27710786775,28.48125
257.5997647461297,0.277108104,28.5
257.59762497783464,0.27710819275000004,28.51875
257.5954956463372,0.2771082815,28.5375
257.5933767026667,0.27710837025,28.55625
257.5912680980335,0.27710845900000003,28.575
257.58916978380364,0.27710854775,28.59375
257.5870817117184,0.27710863649999995,28.612499999999997
257.5850038336722,0.27710872524999997,28.631249999999998
257.58271489577794,0.277108814,28.65
257.58021557536006,0.27710875862499995,28.66875
257.5777277524963,0.27710870325,28.6875
257.575251373185,0.277108647875,28.70625
257.572786383653,0.2771085925,28.725
257.57033273045374,0.277108537125,28.74375
257.56789036034235,0.27710848175,28.7625
257.5654592202758,0.277108426375,28.78125
257.56304213532053,0.277108371,28.8
